empid,designation,courseid,course_name,duration_weeks,difficulty_level,completion_rate,learning_path
EMP334,Designer,COURSE037,Quality Assurance,4,Intermediate,36.1,Cybersecurity
EMP362,QA,COURSE014,Full Stack Development,1,Advanced,30.83,Web Development
EMP229,DevOps,COURSE023,Machine Learning Basics,4,Beginner,87.49,Cybersecurity
EMP041,Lead,COURSE008,Remote Work Skills,4,Intermediate,35.08,Data Science
EMP193,QA,COURSE027,Deep Learning,6,Beginner,12.96,Web Development
EMP191,DevOps,COURSE027,Deep Learning,6,Beginner,58.73,Web Development
EMP333,SDE2,COURSE022,Web Design,3,Advanced,9.23,Data Science
EMP310,Lead,COURSE047,Data Structures,1,Advanced,64.78,Web Development
EMP236,QA,COURSE004,Network Security,5,Beginner,28.64,Data Science
EMP116,DevOps,COURSE043,Agile Methodologies,3,Advanced,83.3,Cybersecurity
EMP105,HR,COURSE044,Business Analytics,3,Advanced,81.92,Cybersecurity
EMP312,QA,COURSE035,Information Security,4,Advanced,41.6,Cybersecurity
EMP122,Manager,COURSE009,Networking Essentials,1,Intermediate,55.56,Cloud Computing
EMP431,SDE1,COURSE010,Data Visualization,6,Advanced,55.99,Web Development
EMP359,Manager,COURSE003,ITIL Foundation,5,Intermediate,48.51,Cloud Computing
EMP024,Lead,COURSE023,Machine Learning Basics,4,Beginner,40.02,Cybersecurity
EMP124,Manager,COURSE007,Deep Learning,2,Intermediate,96.06,Data Science
EMP059,Manager,COURSE022,Web Design,3,Advanced,18.01,Data Science
EMP208,DevOps,COURSE024,Software Engineering,6,Beginner,98.6,Machine Learning
EMP078,Lead,COURSE004,Network Security,5,Beginner,54.93,Data Science
EMP123,Lead,COURSE048,Network Security,5,Advanced,55.64,Machine Learning
EMP293,SDE1,COURSE050,E-commerce Development,2,Intermediate,36.61,Cloud Computing
EMP148,Lead,COURSE036,Public Speaking,2,Advanced,29.01,Web Development
EMP213,SDE1,COURSE010,Data Visualization,6,Advanced,71.5,Web Development
EMP445,QA,COURSE011,Python for Data Science,6,Advanced,34.16,Machine Learning
EMP201,Designer,COURSE028,API Development,4,Intermediate,70.4,Machine Learning
EMP333,SDE2,COURSE014,Full Stack Development,1,Advanced,51.61,Web Development
EMP348,SDE1,COURSE026,Digital Marketing,2,Intermediate,27.67,Web Development
EMP227,SDE2,COURSE013,Scrum Master Certification,6,Beginner,88.42,Machine Learning
EMP053,Lead,COURSE035,Information Security,4,Advanced,91.89,Cybersecurity
EMP428,DevOps,COURSE023,Machine Learning Basics,4,Beginner,96.85,Cybersecurity
EMP328,SDE2,COURSE006,Web Development with React,6,Advanced,72.46,Cloud Computing
EMP197,Manager,COURSE026,Digital Marketing,2,Intermediate,65.37,Web Development
EMP086,Manager,COURSE024,Software Engineering,6,Beginner,45.38,Machine Learning
EMP437,SDE2,COURSE015,Database Management,3,Advanced,58.48,Cybersecurity
EMP303,SDE1,COURSE013,Scrum Master Certification,6,Beginner,5.17,Machine Learning
EMP363,SDE1,COURSE046,Virtualization Technologies,4,Beginner,5.11,Machine Learning
EMP269,Manager,COURSE006,Web Development with React,6,Advanced,10.9,Cloud Computing
EMP140,Lead,COURSE024,Software Engineering,6,Beginner,16.5,Machine Learning
EMP447,Designer,COURSE039,Public Speaking,6,Advanced,37.27,Data Science
EMP393,QA,COURSE024,Software Engineering,6,Beginner,79.27,Machine Learning
EMP067,Designer,COURSE017,Digital Marketing,5,Beginner,48.11,Machine Learning
EMP314,DevOps,COURSE003,ITIL Foundation,5,Intermediate,61.43,Cloud Computing
EMP138,DevOps,COURSE004,Network Security,5,Beginner,2.72,Data Science
EMP143,QA,COURSE008,Remote Work Skills,4,Intermediate,81.97,Data Science
EMP096,SDE1,COURSE020,UI/UX Design,5,Advanced,71.37,Web Development
EMP277,Manager,COURSE042,E-commerce Development,6,Beginner,38.53,Cybersecurity
EMP206,Lead,COURSE019,Project Management,1,Advanced,28.04,Cloud Computing
EMP039,HR,COURSE026,Digital Marketing,2,Intermediate,74.9,Web Development
EMP238,QA,COURSE032,ITIL Foundation,4,Beginner,88.61,Data Science
EMP194,HR,COURSE043,Agile Methodologies,3,Advanced,59.94,Cybersecurity
EMP063,SDE2,COURSE049,Data Science with R,1,Advanced,84.28,Cybersecurity
EMP404,Manager,COURSE042,E-commerce Development,6,Beginner,72.93,Cybersecurity
EMP075,Manager,COURSE034,UI/UX Design,1,Advanced,59.09,Web Development
EMP482,SDE1,COURSE040,Artificial Intelligence,5,Advanced,15.72,Cybersecurity
EMP497,Manager,COURSE046,Virtualization Technologies,4,Beginner,90.59,Machine Learning
EMP318,Lead,COURSE034,UI/UX Design,1,Advanced,54.29,Web Development
EMP483,Designer,COURSE045,Creative Thinking,5,Intermediate,31.28,Machine Learning
EMP101,HR,COURSE026,Digital Marketing,2,Intermediate,68.15,Web Development
EMP411,Designer,COURSE001,Technical Writing,6,Advanced,66.96,Data Science
EMP051,SDE1,COURSE036,Public Speaking,2,Advanced,61.62,Web Development
EMP146,Lead,COURSE018,Blockchain Basics,6,Advanced,38.41,Machine Learning
EMP475,SDE2,COURSE002,Database Management,2,Beginner,67.59,Cloud Computing
EMP026,Manager,COURSE022,Web Design,3,Advanced,48.49,Data Science
EMP131,QA,COURSE019,Project Management,1,Advanced,46.87,Cloud Computing
EMP478,QA,COURSE010,Data Visualization,6,Advanced,22.57,Web Development
EMP235,Lead,COURSE031,Mobile App Development,5,Advanced,91.64,Cloud Computing
EMP113,SDE2,COURSE042,E-commerce Development,6,Beginner,4.7,Cybersecurity
EMP309,Designer,COURSE008,Remote Work Skills,4,Intermediate,83.68,Data Science
EMP455,SDE1,COURSE008,Remote Work Skills,4,Intermediate,53.43,Data Science
EMP052,DevOps,COURSE045,Creative Thinking,5,Intermediate,5.62,Machine Learning
EMP493,SDE1,COURSE046,Virtualization Technologies,4,Beginner,14.7,Machine Learning
EMP340,HR,COURSE048,Network Security,5,Advanced,9.12,Machine Learning
EMP453,QA,COURSE045,Creative Thinking,5,Intermediate,96.15,Machine Learning
EMP421,Lead,COURSE033,DevOps Fundamentals,4,Intermediate,58.06,Machine Learning
EMP265,Designer,COURSE036,Public Speaking,2,Advanced,22.23,Web Development
EMP218,Designer,COURSE003,ITIL Foundation,5,Intermediate,38.36,Cloud Computing
EMP303,SDE1,COURSE034,UI/UX Design,1,Advanced,63.6,Web Development
EMP449,SDE1,COURSE035,Information Security,4,Advanced,53.92,Cybersecurity
EMP043,Lead,COURSE023,Machine Learning Basics,4,Beginner,11.13,Cybersecurity
EMP451,Designer,COURSE019,Project Management,1,Advanced,35.18,Cloud Computing
EMP251,Manager,COURSE045,Creative Thinking,5,Intermediate,23.08,Machine Learning
EMP338,Manager,COURSE001,Technical Writing,6,Advanced,25.92,Data Science
EMP136,SDE1,COURSE049,Data Science with R,1,Advanced,96.4,Cybersecurity
EMP223,HR,COURSE014,Full Stack Development,1,Advanced,42.79,Web Development
EMP108,Designer,COURSE021,ITIL Foundation,3,Intermediate,63.3,Cloud Computing
EMP021,SDE1,COURSE019,Project Management,1,Advanced,52.01,Cloud Computing
EMP334,Designer,COURSE012,Responsive Web Design,3,Beginner,10.4,Machine Learning
EMP467,SDE2,COURSE042,E-commerce Development,6,Beginner,3.82,Cybersecurity
EMP104,SDE2,COURSE025,Time Management,5,Advanced,66.62,Web Development
EMP050,SDE2,COURSE015,Database Management,3,Advanced,51.22,Cybersecurity
EMP303,SDE1,COURSE023,Machine Learning Basics,4,Beginner,53.75,Cybersecurity
EMP498,HR,COURSE036,Public Speaking,2,Advanced,2.14,Web Development
EMP475,SDE2,COURSE014,Full Stack Development,1,Advanced,38.79,Web Development
EMP334,Designer,COURSE026,Digital Marketing,2,Intermediate,68.38,Web Development
EMP367,Designer,COURSE011,Python for Data Science,6,Advanced,76.25,Machine Learning
EMP373,HR,COURSE047,Data Structures,1,Advanced,98.33,Web Development
EMP048,Designer,COURSE012,Responsive Web Design,3,Beginner,12.63,Machine Learning
EMP011,SDE2,COURSE006,Web Development with React,6,Advanced,66.01,Cloud Computing
EMP118,Lead,COURSE012,Responsive Web Design,3,Beginner,32.52,Machine Learning
EMP094,SDE2,COURSE023,Machine Learning Basics,4,Beginner,59.03,Cybersecurity
EMP024,Lead,COURSE016,Backend Development,6,Intermediate,0.08,Data Science
EMP321,Lead,COURSE022,Web Design,3,Advanced,57.15,Data Science
EMP489,Designer,COURSE004,Network Security,5,Beginner,43.21,Data Science
EMP242,DevOps,COURSE017,Digital Marketing,5,Beginner,16.72,Machine Learning
EMP300,SDE2,COURSE016,Backend Development,6,Intermediate,47.5,Data Science
EMP061,SDE1,COURSE009,Networking Essentials,1,Intermediate,40.19,Cloud Computing
EMP249,DevOps,COURSE028,API Development,4,Intermediate,2.45,Machine Learning
EMP069,Designer,COURSE017,Digital Marketing,5,Beginner,21.75,Machine Learning
EMP080,Lead,COURSE037,Quality Assurance,4,Intermediate,11.48,Cybersecurity
EMP368,Designer,COURSE039,Public Speaking,6,Advanced,65.49,Data Science
EMP454,SDE2,COURSE034,UI/UX Design,1,Advanced,14.07,Web Development
EMP250,HR,COURSE025,Time Management,5,Advanced,1.99,Web Development
EMP438,SDE2,COURSE018,Blockchain Basics,6,Advanced,22.73,Machine Learning
EMP160,Designer,COURSE044,Business Analytics,3,Advanced,27.32,Cybersecurity
EMP079,HR,COURSE008,Remote Work Skills,4,Intermediate,28.04,Data Science
EMP117,Manager,COURSE016,Backend Development,6,Intermediate,22.13,Data Science
EMP379,DevOps,COURSE043,Agile Methodologies,3,Advanced,32.08,Cybersecurity
EMP262,Designer,COURSE033,DevOps Fundamentals,4,Intermediate,22.7,Machine Learning
EMP249,DevOps,COURSE037,Quality Assurance,4,Intermediate,70.24,Cybersecurity
EMP304,SDE1,COURSE001,Technical Writing,6,Advanced,99.74,Data Science
EMP262,Designer,COURSE042,E-commerce Development,6,Beginner,24.37,Cybersecurity
EMP233,SDE1,COURSE032,ITIL Foundation,4,Beginner,81.51,Data Science
EMP196,Lead,COURSE020,UI/UX Design,5,Advanced,94.31,Web Development
EMP488,Designer,COURSE019,Project Management,1,Advanced,46.64,Cloud Computing
EMP106,QA,COURSE032,ITIL Foundation,4,Beginner,83.68,Data Science
EMP281,DevOps,COURSE022,Web Design,3,Advanced,8.12,Data Science
EMP155,HR,COURSE003,ITIL Foundation,5,Intermediate,71.32,Cloud Computing
EMP456,SDE1,COURSE048,Network Security,5,Advanced,82.84,Machine Learning
EMP415,Lead,COURSE024,Software Engineering,6,Beginner,57.39,Machine Learning
EMP094,SDE2,COURSE013,Scrum Master Certification,6,Beginner,76.71,Machine Learning
EMP471,Manager,COURSE043,Agile Methodologies,3,Advanced,88.51,Cybersecurity
EMP114,DevOps,COURSE004,Network Security,5,Beginner,61.08,Data Science
EMP283,QA,COURSE018,Blockchain Basics,6,Advanced,61.15,Machine Learning
EMP160,Designer,COURSE027,Deep Learning,6,Beginner,25.5,Web Development
EMP198,HR,COURSE038,Cloud Basics,2,Advanced,87.91,Machine Learning
EMP389,SDE1,COURSE043,Agile Methodologies,3,Advanced,90.61,Cybersecurity
EMP068,SDE1,COURSE019,Project Management,1,Advanced,60.18,Cloud Computing
EMP366,Designer,COURSE050,E-commerce Development,2,Intermediate,3.63,Cloud Computing
EMP282,Manager,COURSE004,Network Security,5,Beginner,15.72,Data Science
EMP050,SDE2,COURSE006,Web Development with React,6,Advanced,42.56,Cloud Computing
EMP281,DevOps,COURSE027,Deep Learning,6,Beginner,61.49,Web Development
EMP380,SDE1,COURSE016,Backend Development,6,Intermediate,51.49,Data Science
EMP013,HR,COURSE005,Machine Learning Basics,4,Advanced,47.99,Machine Learning
EMP059,Manager,COURSE001,Technical Writing,6,Advanced,8.43,Data Science
EMP391,SDE2,COURSE015,Database Management,3,Advanced,15.56,Cybersecurity
EMP145,SDE2,COURSE013,Scrum Master Certification,6,Beginner,76.13,Machine Learning
EMP351,Designer,COURSE006,Web Development with React,6,Advanced,6.34,Cloud Computing
EMP466,SDE1,COURSE009,Networking Essentials,1,Intermediate,76.57,Cloud Computing
EMP419,Lead,COURSE035,Information Security,4,Advanced,56.38,Cybersecurity
EMP132,Manager,COURSE013,Scrum Master Certification,6,Beginner,33.89,Machine Learning
EMP179,HR,COURSE016,Backend Development,6,Intermediate,96.55,Data Science
EMP216,QA,COURSE011,Python for Data Science,6,Advanced,24.57,Machine Learning
EMP333,SDE2,COURSE033,DevOps Fundamentals,4,Intermediate,47.54,Machine Learning
EMP047,Manager,COURSE046,Virtualization Technologies,4,Beginner,21.6,Machine Learning
EMP384,HR,COURSE016,Backend Development,6,Intermediate,68.18,Data Science
EMP120,DevOps,COURSE012,Responsive Web Design,3,Beginner,65.4,Machine Learning
EMP133,Designer,COURSE018,Blockchain Basics,6,Advanced,58.18,Machine Learning
EMP169,SDE2,COURSE014,Full Stack Development,1,Advanced,19.87,Web Development
EMP419,Lead,COURSE050,E-commerce Development,2,Intermediate,78.68,Cloud Computing
EMP313,HR,COURSE045,Creative Thinking,5,Intermediate,91.84,Machine Learning
EMP429,Manager,COURSE029,Data Analysis with Python,5,Advanced,85.48,Data Science
EMP392,SDE2,COURSE019,Project Management,1,Advanced,0.24,Cloud Computing
EMP217,Manager,COURSE038,Cloud Basics,2,Advanced,13.81,Machine Learning
EMP328,SDE2,COURSE030,Cloud Basics,3,Advanced,24.56,Data Science
EMP307,HR,COURSE040,Artificial Intelligence,5,Advanced,65.79,Cybersecurity
EMP364,QA,COURSE013,Scrum Master Certification,6,Beginner,66.15,Machine Learning
EMP154,QA,COURSE041,Backend Development,4,Advanced,44.63,Data Science
EMP048,Designer,COURSE049,Data Science with R,1,Advanced,35.12,Cybersecurity
EMP340,HR,COURSE003,ITIL Foundation,5,Intermediate,47.06,Cloud Computing
EMP249,DevOps,COURSE020,UI/UX Design,5,Advanced,97.16,Web Development
EMP450,QA,COURSE006,Web Development with React,6,Advanced,44.97,Cloud Computing
EMP138,DevOps,COURSE043,Agile Methodologies,3,Advanced,4.82,Cybersecurity
EMP409,SDE2,COURSE026,Digital Marketing,2,Intermediate,85.67,Web Development
EMP411,Designer,COURSE021,ITIL Foundation,3,Intermediate,44.29,Cloud Computing
EMP492,HR,COURSE007,Deep Learning,2,Intermediate,4.2,Data Science
EMP069,Designer,COURSE043,Agile Methodologies,3,Advanced,50.28,Cybersecurity
EMP299,Designer,COURSE011,Python for Data Science,6,Advanced,50.84,Machine Learning
EMP289,Designer,COURSE043,Agile Methodologies,3,Advanced,60.01,Cybersecurity
EMP025,Lead,COURSE038,Cloud Basics,2,Advanced,15.46,Machine Learning
EMP406,Lead,COURSE019,Project Management,1,Advanced,52.86,Cloud Computing
EMP378,SDE1,COURSE035,Information Security,4,Advanced,36.01,Cybersecurity
EMP171,DevOps,COURSE007,Deep Learning,2,Intermediate,17.52,Data Science
EMP357,SDE1,COURSE004,Network Security,5,Beginner,96.36,Data Science
EMP391,SDE2,COURSE035,Information Security,4,Advanced,57.67,Cybersecurity
EMP187,DevOps,COURSE014,Full Stack Development,1,Advanced,76.18,Web Development
EMP282,Manager,COURSE030,Cloud Basics,3,Advanced,20.24,Data Science
EMP081,SDE1,COURSE026,Digital Marketing,2,Intermediate,52.34,Web Development
EMP001,Lead,COURSE019,Project Management,1,Advanced,22.36,Cloud Computing
EMP162,Lead,COURSE016,Backend Development,6,Intermediate,68.42,Data Science
EMP340,HR,COURSE036,Public Speaking,2,Advanced,73.97,Web Development
EMP261,Manager,COURSE007,Deep Learning,2,Intermediate,85.31,Data Science
EMP199,SDE1,COURSE017,Digital Marketing,5,Beginner,29.72,Machine Learning
EMP291,SDE1,COURSE046,Virtualization Technologies,4,Beginner,60.32,Machine Learning
EMP480,Lead,COURSE032,ITIL Foundation,4,Beginner,84.93,Data Science
EMP259,SDE2,COURSE020,UI/UX Design,5,Advanced,63.57,Web Development
EMP322,HR,COURSE019,Project Management,1,Advanced,87.43,Cloud Computing
EMP227,SDE2,COURSE024,Software Engineering,6,Beginner,37.99,Machine Learning
EMP490,SDE1,COURSE041,Backend Development,4,Advanced,52.5,Data Science
EMP306,DevOps,COURSE015,Database Management,3,Advanced,43.26,Cybersecurity
EMP106,QA,COURSE038,Cloud Basics,2,Advanced,36.38,Machine Learning
EMP336,SDE1,COURSE037,Quality Assurance,4,Intermediate,5.88,Cybersecurity
EMP492,HR,COURSE011,Python for Data Science,6,Advanced,19.88,Machine Learning
EMP027,SDE1,COURSE022,Web Design,3,Advanced,40.42,Data Science
EMP341,Manager,COURSE049,Data Science with R,1,Advanced,3.9,Cybersecurity
EMP180,Manager,COURSE003,ITIL Foundation,5,Intermediate,18.61,Cloud Computing
EMP389,SDE1,COURSE020,UI/UX Design,5,Advanced,59.98,Web Development
EMP441,SDE1,COURSE030,Cloud Basics,3,Advanced,4.02,Data Science
EMP326,Designer,COURSE046,Virtualization Technologies,4,Beginner,51.15,Machine Learning
EMP031,Manager,COURSE014,Full Stack Development,1,Advanced,12.47,Web Development
EMP328,SDE2,COURSE003,ITIL Foundation,5,Intermediate,70.48,Cloud Computing
EMP253,SDE2,COURSE035,Information Security,4,Advanced,98.75,Cybersecurity
EMP012,QA,COURSE042,E-commerce Development,6,Beginner,55.59,Cybersecurity
EMP455,SDE1,COURSE019,Project Management,1,Advanced,35.59,Cloud Computing
EMP192,HR,COURSE013,Scrum Master Certification,6,Beginner,0.94,Machine Learning
EMP251,Manager,COURSE013,Scrum Master Certification,6,Beginner,35.57,Machine Learning
EMP324,Manager,COURSE001,Technical Writing,6,Advanced,31.94,Data Science
EMP170,SDE2,COURSE039,Public Speaking,6,Advanced,26.48,Data Science
EMP154,QA,COURSE006,Web Development with React,6,Advanced,1.14,Cloud Computing
EMP200,QA,COURSE026,Digital Marketing,2,Intermediate,50.71,Web Development
EMP363,SDE1,COURSE035,Information Security,4,Advanced,59.82,Cybersecurity
EMP209,Manager,COURSE002,Database Management,2,Beginner,57.04,Cloud Computing
EMP170,SDE2,COURSE011,Python for Data Science,6,Advanced,67.9,Machine Learning
EMP101,HR,COURSE003,ITIL Foundation,5,Intermediate,79.97,Cloud Computing
EMP287,SDE2,COURSE045,Creative Thinking,5,Intermediate,2.09,Machine Learning
EMP238,QA,COURSE026,Digital Marketing,2,Intermediate,80.24,Web Development
EMP043,Lead,COURSE038,Cloud Basics,2,Advanced,12.99,Machine Learning
EMP276,DevOps,COURSE031,Mobile App Development,5,Advanced,11.86,Cloud Computing
EMP430,Lead,COURSE021,ITIL Foundation,3,Intermediate,13.33,Cloud Computing
EMP244,Lead,COURSE034,UI/UX Design,1,Advanced,4.7,Web Development
EMP174,SDE1,COURSE023,Machine Learning Basics,4,Beginner,39.08,Cybersecurity
EMP122,Manager,COURSE014,Full Stack Development,1,Advanced,33.31,Web Development
EMP221,Designer,COURSE046,Virtualization Technologies,4,Beginner,42.36,Machine Learning
EMP145,SDE2,COURSE015,Database Management,3,Advanced,69.81,Cybersecurity
EMP105,HR,COURSE034,UI/UX Design,1,Advanced,16.4,Web Development
EMP427,DevOps,COURSE028,API Development,4,Intermediate,14.56,Machine Learning
EMP178,DevOps,COURSE001,Technical Writing,6,Advanced,85.07,Data Science
EMP003,HR,COURSE023,Machine Learning Basics,4,Beginner,82.06,Cybersecurity
EMP172,Designer,COURSE008,Remote Work Skills,4,Intermediate,74.6,Data Science
EMP258,DevOps,COURSE050,E-commerce Development,2,Intermediate,96.34,Cloud Computing
EMP009,SDE1,COURSE050,E-commerce Development,2,Intermediate,89.34,Cloud Computing
EMP335,Lead,COURSE020,UI/UX Design,5,Advanced,64.37,Web Development
EMP024,Lead,COURSE006,Web Development with React,6,Advanced,18.43,Cloud Computing
EMP410,Manager,COURSE003,ITIL Foundation,5,Intermediate,56.6,Cloud Computing
EMP458,Lead,COURSE030,Cloud Basics,3,Advanced,50.32,Data Science
EMP036,SDE2,COURSE032,ITIL Foundation,4,Beginner,8.73,Data Science
EMP454,SDE2,COURSE045,Creative Thinking,5,Intermediate,92.0,Machine Learning
EMP160,Designer,COURSE039,Public Speaking,6,Advanced,54.16,Data Science
EMP068,SDE1,COURSE027,Deep Learning,6,Beginner,95.11,Web Development
EMP483,Designer,COURSE040,Artificial Intelligence,5,Advanced,95.98,Cybersecurity
EMP287,SDE2,COURSE003,ITIL Foundation,5,Intermediate,75.94,Cloud Computing
EMP339,DevOps,COURSE013,Scrum Master Certification,6,Beginner,53.91,Machine Learning
EMP163,SDE2,COURSE008,Remote Work Skills,4,Intermediate,48.83,Data Science
EMP053,Lead,COURSE008,Remote Work Skills,4,Intermediate,32.67,Data Science
EMP053,Lead,COURSE026,Digital Marketing,2,Intermediate,90.71,Web Development
EMP130,SDE1,COURSE028,API Development,4,Intermediate,40.08,Machine Learning
EMP396,HR,COURSE003,ITIL Foundation,5,Intermediate,16.07,Cloud Computing
EMP035,SDE1,COURSE035,Information Security,4,Advanced,72.98,Cybersecurity
EMP024,Lead,COURSE031,Mobile App Development,5,Advanced,63.71,Cloud Computing
EMP117,Manager,COURSE024,Software Engineering,6,Beginner,7.34,Machine Learning
EMP010,HR,COURSE021,ITIL Foundation,3,Intermediate,53.17,Cloud Computing
EMP166,SDE1,COURSE003,ITIL Foundation,5,Intermediate,96.27,Cloud Computing
EMP499,Lead,COURSE036,Public Speaking,2,Advanced,7.04,Web Development
EMP107,QA,COURSE049,Data Science with R,1,Advanced,10.99,Cybersecurity
EMP366,Designer,COURSE010,Data Visualization,6,Advanced,94.58,Web Development
EMP280,Designer,COURSE019,Project Management,1,Advanced,90.98,Cloud Computing
EMP469,Designer,COURSE041,Backend Development,4,Advanced,83.71,Data Science
EMP386,Designer,COURSE012,Responsive Web Design,3,Beginner,8.31,Machine Learning
EMP338,Manager,COURSE042,E-commerce Development,6,Beginner,30.28,Cybersecurity
EMP470,SDE1,COURSE022,Web Design,3,Advanced,24.47,Data Science
EMP212,SDE2,COURSE026,Digital Marketing,2,Intermediate,27.89,Web Development
EMP163,SDE2,COURSE009,Networking Essentials,1,Intermediate,10.52,Cloud Computing
EMP362,QA,COURSE029,Data Analysis with Python,5,Advanced,60.37,Data Science
EMP477,HR,COURSE040,Artificial Intelligence,5,Advanced,39.11,Cybersecurity
EMP492,HR,COURSE009,Networking Essentials,1,Intermediate,78.09,Cloud Computing
EMP166,SDE1,COURSE018,Blockchain Basics,6,Advanced,76.28,Machine Learning
EMP025,Lead,COURSE036,Public Speaking,2,Advanced,87.68,Web Development
EMP357,SDE1,COURSE042,E-commerce Development,6,Beginner,6.88,Cybersecurity
EMP108,Designer,COURSE006,Web Development with React,6,Advanced,59.15,Cloud Computing
EMP429,Manager,COURSE050,E-commerce Development,2,Intermediate,31.47,Cloud Computing
EMP147,HR,COURSE022,Web Design,3,Advanced,86.37,Data Science
EMP459,SDE2,COURSE041,Backend Development,4,Advanced,57.35,Data Science
EMP388,QA,COURSE009,Networking Essentials,1,Intermediate,84.8,Cloud Computing
EMP351,Designer,COURSE026,Digital Marketing,2,Intermediate,5.43,Web Development
EMP175,SDE1,COURSE044,Business Analytics,3,Advanced,94.92,Cybersecurity
EMP098,HR,COURSE017,Digital Marketing,5,Beginner,46.7,Machine Learning
EMP058,SDE1,COURSE012,Responsive Web Design,3,Beginner,75.74,Machine Learning
EMP350,SDE1,COURSE018,Blockchain Basics,6,Advanced,15.0,Machine Learning
EMP394,DevOps,COURSE020,UI/UX Design,5,Advanced,37.65,Web Development
EMP308,QA,COURSE019,Project Management,1,Advanced,97.89,Cloud Computing
EMP464,HR,COURSE003,ITIL Foundation,5,Intermediate,45.03,Cloud Computing
EMP310,Lead,COURSE048,Network Security,5,Advanced,14.22,Machine Learning
EMP043,Lead,COURSE004,Network Security,5,Beginner,58.44,Data Science
EMP312,QA,COURSE008,Remote Work Skills,4,Intermediate,48.54,Data Science
EMP394,DevOps,COURSE029,Data Analysis with Python,5,Advanced,64.27,Data Science
EMP398,Manager,COURSE019,Project Management,1,Advanced,74.63,Cloud Computing
EMP215,SDE2,COURSE008,Remote Work Skills,4,Intermediate,22.4,Data Science
EMP144,SDE2,COURSE022,Web Design,3,Advanced,37.07,Data Science
EMP481,Designer,COURSE049,Data Science with R,1,Advanced,17.64,Cybersecurity
EMP062,HR,COURSE027,Deep Learning,6,Beginner,88.93,Web Development
EMP006,HR,COURSE011,Python for Data Science,6,Advanced,4.63,Machine Learning
EMP218,Designer,COURSE031,Mobile App Development,5,Advanced,28.96,Cloud Computing
EMP456,SDE1,COURSE046,Virtualization Technologies,4,Beginner,63.22,Machine Learning
EMP097,QA,COURSE020,UI/UX Design,5,Advanced,79.62,Web Development
EMP243,Designer,COURSE008,Remote Work Skills,4,Intermediate,44.0,Data Science
EMP241,Designer,COURSE017,Digital Marketing,5,Beginner,74.2,Machine Learning
EMP309,Designer,COURSE021,ITIL Foundation,3,Intermediate,81.89,Cloud Computing
EMP387,Manager,COURSE006,Web Development with React,6,Advanced,40.95,Cloud Computing
EMP463,QA,COURSE005,Machine Learning Basics,4,Advanced,35.2,Machine Learning
EMP029,Lead,COURSE026,Digital Marketing,2,Intermediate,61.76,Web Development
EMP166,SDE1,COURSE034,UI/UX Design,1,Advanced,73.65,Web Development
EMP400,SDE2,COURSE001,Technical Writing,6,Advanced,94.03,Data Science
EMP292,SDE1,COURSE016,Backend Development,6,Intermediate,76.59,Data Science
EMP097,QA,COURSE033,DevOps Fundamentals,4,Intermediate,52.86,Machine Learning
EMP042,SDE1,COURSE003,ITIL Foundation,5,Intermediate,43.57,Cloud Computing
EMP218,Designer,COURSE041,Backend Development,4,Advanced,99.79,Data Science
EMP315,HR,COURSE043,Agile Methodologies,3,Advanced,80.48,Cybersecurity
EMP412,SDE2,COURSE028,API Development,4,Intermediate,25.68,Machine Learning
EMP425,HR,COURSE012,Responsive Web Design,3,Beginner,27.9,Machine Learning
EMP233,SDE1,COURSE045,Creative Thinking,5,Intermediate,8.36,Machine Learning
EMP427,DevOps,COURSE039,Public Speaking,6,Advanced,60.29,Data Science
EMP005,DevOps,COURSE019,Project Management,1,Advanced,87.79,Cloud Computing
EMP027,SDE1,COURSE029,Data Analysis with Python,5,Advanced,53.31,Data Science
EMP339,DevOps,COURSE025,Time Management,5,Advanced,73.57,Web Development
EMP146,Lead,COURSE025,Time Management,5,Advanced,82.49,Web Development
EMP356,SDE2,COURSE012,Responsive Web Design,3,Beginner,33.13,Machine Learning
EMP107,QA,COURSE024,Software Engineering,6,Beginner,55.25,Machine Learning
EMP146,Lead,COURSE002,Database Management,2,Beginner,0.94,Cloud Computing
EMP363,SDE1,COURSE031,Mobile App Development,5,Advanced,5.24,Cloud Computing
EMP078,Lead,COURSE011,Python for Data Science,6,Advanced,53.0,Machine Learning
EMP251,Manager,COURSE050,E-commerce Development,2,Intermediate,31.95,Cloud Computing
EMP402,SDE2,COURSE018,Blockchain Basics,6,Advanced,71.31,Machine Learning
EMP427,DevOps,COURSE038,Cloud Basics,2,Advanced,93.74,Machine Learning
EMP404,Manager,COURSE040,Artificial Intelligence,5,Advanced,88.46,Cybersecurity
EMP161,HR,COURSE022,Web Design,3,Advanced,81.26,Data Science
EMP029,Lead,COURSE049,Data Science with R,1,Advanced,9.73,Cybersecurity
EMP432,Manager,COURSE040,Artificial Intelligence,5,Advanced,9.54,Cybersecurity
EMP210,Designer,COURSE019,Project Management,1,Advanced,51.22,Cloud Computing
EMP021,SDE1,COURSE004,Network Security,5,Beginner,41.16,Data Science
EMP095,Designer,COURSE038,Cloud Basics,2,Advanced,81.36,Machine Learning
EMP258,DevOps,COURSE025,Time Management,5,Advanced,55.03,Web Development
EMP414,Manager,COURSE031,Mobile App Development,5,Advanced,79.63,Cloud Computing
EMP144,SDE2,COURSE006,Web Development with React,6,Advanced,50.32,Cloud Computing
